Site,Date,Year,Salinity,TN_um_L,TN_moles_L,TN_g_L,TN_ug_L,TP_um_L,TP_moles_L,TP_g_L,TP_ug_L,NP_molar,NP_mass
SRS3,7/13/15,2015,0.00,46.05,0.000046,0.000645,644.99,0.39,0.000000,0.000012,12.08,118.07,53.39
SRS4,7/13/15,2015,6.60,51.53,0.000052,0.000722,721.81,0.94,0.000001,0.000029,29.12,54.82,24.79
SRS5,7/13/15,2015,22.00,31.58,0.000032,0.000442,442.37,1.45,0.000001,0.000045,44.91,21.78,9.85
SRS6,7/13/15,2015,30.00,22.31,0.000022,0.000312,312.45,0.87,0.000001,0.000027,26.95,25.64,11.59
SRS4,7/16/15,2015,7.40,44.96,0.000045,0.000630,629.73,1.07,0.000001,0.000033,33.14,42.02,19.00
SRS5,7/16/15,2015,26.40,42.37,0.000042,0.000593,593.41,1.96,0.000002,0.000061,60.71,21.61,9.77
SRS6,7/16/15,2015,31.30,18.80,0.000019,0.000263,263.28,0.95,0.000001,0.000029,29.43,19.79,8.95
SRS2,7/19/15,2015,0.00,43.35,0.000043,0.000607,607.15,0.15,0.000000,0.000005,4.65,288.97,130.68
SRS3,7/19/15,2015,0.00,61.78,0.000062,0.000865,865.31,2.32,0.000002,0.000072,71.86,26.63,12.04
SRS4,7/19/15,2015,10.00,45.81,0.000046,0.000642,641.62,1.30,0.000001,0.000040,40.27,35.24,15.93
SRS5,7/19/15,2015,24.10,29.03,0.000029,0.000407,406.65,1.14,0.000001,0.000035,35.31,25.47,11.52
SRS6,7/19/15,2015,30.60,18.39,0.000018,0.000258,257.62,0.95,0.000001,0.000029,29.43,19.36,8.75
SRS4,7/22/15,2015,9.80,39.68,0.000040,0.000556,555.85,1.16,0.000001,0.000036,35.93,34.21,15.47
SRS5,7/22/15,2015,26.30,31.89,0.000032,0.000447,446.68,1.69,0.000002,0.000052,52.35,18.87,8.53
SRS6,7/22/15,2015,31.60,18.08,0.000018,0.000253,253.25,0.91,0.000001,0.000028,28.19,19.87,8.98
SRS2,7/25/15,2015,0.00,51.84,0.000052,0.000726,726.18,0.18,0.000000,0.000006,5.58,288.02,130.25
SRS3,7/25/15,2015,0.00,54.10,0.000054,0.000758,757.78,0.70,0.000001,0.000022,21.68,77.29,34.95
SRS4,7/25/15,2015,9.80,39.36,0.000039,0.000551,551.34,1.12,0.000001,0.000035,34.69,35.14,15.89
SRS5,7/25/15,2015,24.30,30.98,0.000031,0.000434,433.91,1.31,0.000001,0.000041,40.58,23.65,10.69
SRS6,7/25/15,2015,31.30,15.46,0.000015,0.000217,216.53,0.68,0.000001,0.000021,21.06,22.73,10.28
SRS4,7/28/15,2015,10.80,38.19,0.000038,0.000535,534.96,1.10,0.000001,0.000034,34.07,34.72,15.70
SRS5,7/28/15,2015,25.60,30.23,0.000030,0.000423,423.49,1.43,0.000001,0.000044,44.29,21.14,9.56
SRS6,7/28/15,2015,30.40,16.14,0.000016,0.000226,226.07,0.70,0.000001,0.000022,21.68,23.06,10.43
SRS2,7/31/15,2015,0.00,54.79,0.000055,0.000767,767.40,0.17,0.000000,0.000005,5.27,322.28,145.74
SRS3,7/31/15,2015,0.00,40.37,0.000040,0.000565,565.49,0.22,0.000000,0.000007,6.81,183.51,82.99
SRS4,7/31/15,2015,11.10,34.56,0.000035,0.000484,484.05,0.71,0.000001,0.000022,21.99,48.67,22.01
SRS5,7/31/15,2015,23.60,28.34,0.000028,0.000397,396.97,0.94,0.000001,0.000029,29.12,30.15,13.63
SRS6,7/31/15,2015,29.90,20.62,0.000021,0.000289,288.87,0.94,0.000001,0.000029,29.12,21.94,9.92
SRS4,8/3/15,2015,11.90,30.59,0.000031,0.000428,428.43,0.48,0.000000,0.000015,14.87,63.72,28.82
SRS5,8/3/15,2015,26.00,23.88,0.000024,0.000334,334.42,0.78,0.000001,0.000024,24.16,30.61,13.84
SRS6,8/3/15,2015,30.30,22.26,0.000022,0.000312,311.84,0.88,0.000001,0.000027,27.26,25.30,11.44
SRS2,8/6/15,2015,0.00,60.93,0.000061,0.000853,853.38,0.27,0.000000,0.000008,8.36,225.65,102.04
SRS3,8/6/15,2015,0.00,34.10,0.000034,0.000478,477.69,0.24,0.000000,0.000007,7.43,142.10,64.26
SRS4,8/6/15,2015,11.30,31.63,0.000032,0.000443,442.97,0.68,0.000001,0.000021,21.06,46.51,21.03
SRS5,8/6/15,2015,21.70,21.41,0.000021,0.000300,299.86,0.78,0.000001,0.000024,24.16,27.45,12.41
SRS6,8/6/15,2015,30.60,19.52,0.000020,0.000273,273.37,0.80,0.000001,0.000025,24.78,24.40,11.03
SRS4,8/9/15,2015,8.50,32.20,0.000032,0.000451,451.05,0.69,0.000001,0.000021,21.37,46.67,21.10
SRS5,8/9/15,2015,20.60,24.32,0.000024,0.000341,340.69,0.53,0.000001,0.000016,16.42,45.89,20.75
SRS6,8/9/15,2015,29.50,19.59,0.000020,0.000274,274.43,0.78,0.000001,0.000024,24.16,25.12,11.36
SRS2,8/11/15,2015,0.00,76.63,0.000077,0.001073,1073.33,0.29,0.000000,0.000009,8.98,264.23,119.49
SRS3,8/11/15,2015,0.00,31.76,0.000032,0.000445,444.92,0.25,0.000000,0.000008,7.74,127.06,57.46
SRS4,8/11/15,2015,7.90,30.27,0.000030,0.000424,423.98,0.70,0.000001,0.000022,21.68,43.24,19.55
SRS5,8/11/15,2015,24.10,21.54,0.000022,0.000302,301.72,0.68,0.000001,0.000021,21.06,31.68,14.33
SRS6,8/11/15,2015,30.90,16.69,0.000017,0.000234,233.82,0.90,0.000001,0.000028,27.88,18.55,8.39
SRS4,8/15/15,2015,10.20,40.65,0.000041,0.000569,569.38,0.96,0.000001,0.000030,29.74,42.34,19.15
SRS5,8/15/15,2015,24.30,61.58,0.000062,0.000863,862.58,2.02,0.000002,0.000063,62.57,30.49,13.79
SRS6,8/15/15,2015,31.50,65.11,0.000065,0.000912,911.97,2.49,0.000002,0.000077,77.13,26.15,11.82
SRS1,8/17/15,2015,0.00,0.00,0.000000,0.000000,0.01,0.53,0.000001,0.000016,16.42,0.00,0.00
SRS2,8/17/15,2015,0.00,71.77,0.000072,0.001005,1005.21,0.17,0.000000,0.000005,5.27,422.15,190.90
SRS3,8/17/15,2015,0.00,42.83,0.000043,0.000600,599.86,0.21,0.000000,0.000007,6.50,203.93,92.22
SRS4,8/18/15,2015,8.70,53.79,0.000054,0.000753,753.45,1.11,0.000001,0.000034,34.38,48.46,21.91
SRS5,8/18/15,2015,19.00,48.04,0.000048,0.000673,672.87,0.92,0.000001,0.000028,28.50,52.22,23.61
SRS6,8/18/15,2015,29.20,45.32,0.000045,0.000635,634.81,1.37,0.000001,0.000042,42.43,33.08,14.96
SRS4,8/21/15,2015,6.70,54.75,0.000055,0.000767,766.93,1.00,0.000001,0.000031,30.97,54.75,24.76
SRS5,8/21/15,2015,21.00,51.15,0.000051,0.000716,716.40,1.28,0.000001,0.000040,39.65,39.96,18.07
SRS6,8/21/15,2015,31.00,38.62,0.000039,0.000541,540.89,1.38,0.000001,0.000043,42.74,27.98,12.65
SRS1,8/23/15,2015,0.00,248.64,0.000249,0.003483,3482.76,0.34,0.000000,0.000011,10.53,731.31,330.71
SRS2,8/23/15,2015,0.00,88.98,0.000089,0.001246,1246.34,0.83,0.000001,0.000026,25.71,107.20,48.48
SRS3,8/23/15,2015,0.00,41.69,0.000042,0.000584,583.90,0.19,0.000000,0.000006,5.89,219.40,99.22
SRS4,8/24/15,2015,5.20,63.22,0.000063,0.000885,885.45,0.95,0.000001,0.000029,29.43,66.54,30.09
SRS5,8/24/15,2015,18.90,47.29,0.000047,0.000662,662.43,1.04,0.000001,0.000032,32.21,45.47,20.56
SRS6,8/24/15,2015,28.80,40.20,0.000040,0.000563,563.10,1.20,0.000001,0.000037,37.17,33.50,15.15
SRS4,8/27/15,2015,4.60,63.50,0.000064,0.000889,889.47,0.57,0.000001,0.000018,17.66,111.41,50.38
SRS5,8/27/15,2015,16.70,49.94,0.000050,0.000700,699.51,1.11,0.000001,0.000034,34.38,44.99,20.35
SRS6,8/27/15,2015,27.50,52.36,0.000052,0.000733,733.35,1.13,0.000001,0.000035,35.00,46.33,20.95
SRS2,8/29/15,2015,0.00,98.56,0.000099,0.001381,1380.56,0.25,0.000000,0.000008,7.74,394.25,178.29
SRS3,8/29/15,2015,0.00,46.83,0.000047,0.000656,655.91,0.22,0.000000,0.000007,6.81,212.85,96.25
SRS4,8/30/15,2015,3.90,55.51,0.000056,0.000778,777.51,0.70,0.000001,0.000022,21.68,79.30,35.86
SRS5,8/30/15,2015,13.80,39.24,0.000039,0.000550,549.68,0.59,0.000001,0.000018,18.27,66.51,30.08
SRS6,8/30/15,2015,24.40,34.61,0.000035,0.000485,484.82,0.99,0.000001,0.000031,30.66,34.96,15.81
SRS4,9/2/15,2015,3.70,56.01,0.000056,0.000785,784.59,0.62,0.000001,0.000019,19.20,90.35,40.86
SRS5,9/2/15,2015,19.50,45.36,0.000045,0.000635,635.30,0.70,0.000001,0.000022,21.68,64.79,29.30
SRS6,9/2/15,2015,26.80,56.23,0.000056,0.000788,787.63,1.02,0.000001,0.000032,31.59,55.13,24.93
SRS1,9/4/15,2015,0.00,158.04,0.000158,0.002214,2213.69,0.37,0.000000,0.000011,11.46,427.14,193.16
SRS2,9/4/15,2015,0.00,87.56,0.000088,0.001226,1226.40,0.20,0.000000,0.000006,6.19,437.78,197.97
SRS3,9/4/15,2015,0.00,43.75,0.000044,0.000613,612.86,0.20,0.000000,0.000006,6.19,218.77,98.93
SRS4,9/5/15,2015,3.60,49.71,0.000050,0.000696,696.34,0.40,0.000000,0.000012,12.39,124.29,56.20
SRS5,9/5/15,2015,17.90,44.99,0.000045,0.000630,630.17,0.88,0.000001,0.000027,27.26,51.13,23.12
SRS6,9/5/15,2015,23.50,47.27,0.000047,0.000662,662.12,0.93,0.000001,0.000029,28.81,50.83,22.99
SRS6,9/7/15,2015,26.00,48.75,0.000049,0.000683,682.87,0.90,0.000001,0.000028,27.88,54.17,24.50
SRS4,9/8/15,2015,2.60,47.05,0.000047,0.000659,659.09,0.46,0.000000,0.000014,14.25,102.29,46.26
SRS5,9/8/15,2015,12.10,58.83,0.000059,0.000824,824.03,0.86,0.000001,0.000027,26.64,68.41,30.93
SRS1,9/10/15,2015,0.00,0.00,0.000000,0.000000,0.01,0.00,0.000000,0.000000,0.03,1.00,0.45
SRS2,9/10/15,2015,0.00,85.14,0.000085,0.001193,1192.56,0.16,0.000000,0.000005,4.96,532.13,240.64
SRS3,9/10/15,2015,0.00,41.47,0.000041,0.000581,580.84,0.16,0.000000,0.000005,4.96,259.18,117.20
SRS4,9/11/15,2015,2.10,46.75,0.000047,0.000655,654.87,0.52,0.000001,0.000016,16.11,89.91,40.66
SRS5,9/11/15,2015,10.80,42.51,0.000043,0.000595,595.48,0.78,0.000001,0.000024,24.16,54.50,24.65
SRS4,9/14/15,2015,1.90,44.59,0.000045,0.000625,624.50,0.52,0.000001,0.000016,16.11,85.74,38.77
SRS5,9/14/15,2015,17.50,35.43,0.000035,0.000496,496.32,0.72,0.000001,0.000022,22.30,49.21,22.26
SRS4,9/15/15,2015,2.10,46.79,0.000047,0.000655,655.42,0.75,0.000001,0.000023,23.23,62.39,28.21
SRS5,9/15/15,2015,9.80,39.13,0.000039,0.000548,548.15,1.46,0.000001,0.000045,45.22,26.80,12.12
SRS1,9/16/15,2015,0.00,163.96,0.000164,0.002297,2296.63,0.48,0.000000,0.000015,14.87,341.59,154.47
SRS2,9/16/15,2015,0.00,91.34,0.000091,0.001279,1279.33,0.20,0.000000,0.000006,6.19,456.68,206.52
SRS3,9/16/15,2015,0.00,46.24,0.000046,0.000648,647.61,0.22,0.000000,0.000007,6.81,210.16,95.04
SRS4,9/18/15,2015,2.10,104.99,0.000105,0.001471,1470.55,0.39,0.000000,0.000012,12.08,269.20,121.74
SRS5,9/18/15,2015,13.10,41.11,0.000041,0.000576,575.77,0.64,0.000001,0.000020,19.82,64.23,29.05
SRS1,9/20/15,2015,0.00,119.58,0.000120,0.001675,1674.93,0.33,0.000000,0.000010,10.22,362.36,163.86
SRS2,9/20/15,2015,0.00,75.74,0.000076,0.001061,1060.93,0.27,0.000000,0.000008,8.36,280.53,126.86
SRS3,9/20/15,2015,0.00,40.81,0.000041,0.000572,571.57,0.19,0.000000,0.000006,5.89,214.77,97.12
SRS1,9/21/15,2015,0.00,96.16,0.000096,0.001347,1346.89,0.26,0.000000,0.000008,8.05,369.84,167.25
SRS4,9/21/15,2015,1.80,43.74,0.000044,0.000613,612.72,0.30,0.000000,0.000009,9.29,145.81,65.94
SRS5,9/21/15,2015,16.70,39.85,0.000040,0.000558,558.19,0.79,0.000001,0.000024,24.47,50.44,22.81
SRS4,9/24/15,2015,1.80,35.45,0.000035,0.000496,496.48,0.33,0.000000,0.000010,10.22,107.41,48.57
SRS5,9/24/15,2015,12.10,35.15,0.000035,0.000492,492.37,0.50,0.000001,0.000015,15.49,70.30,31.79
SRS2,9/26/15,2015,0.00,74.03,0.000074,0.001037,1036.92,0.19,0.000000,0.000006,5.89,389.63,176.20
SRS3,9/26/15,2015,0.00,41.37,0.000041,0.000580,579.53,0.52,0.000001,0.000016,16.11,79.57,35.98
SRS4,9/27/15,2015,2.70,41.02,0.000041,0.000575,574.61,0.37,0.000000,0.000011,11.46,110.87,50.14
SRS5,9/27/15,2015,20.90,30.72,0.000031,0.000430,430.25,0.41,0.000000,0.000013,12.70,74.92,33.88
SRS4,9/30/15,2015,8.80,39.30,0.000039,0.000551,550.53,0.98,0.000001,0.000030,30.35,40.11,18.14
SRS5,9/30/15,2015,26.30,26.61,0.000027,0.000373,372.74,0.56,0.000001,0.000017,17.35,47.52,21.49
SRS4,10/1/15,2015,12.00,59.85,0.000060,0.000838,838.25,0.00,0.000000,0.000000,0.03,59845.00,27062.99
SRS5,10/1/15,2015,29.90,28.89,0.000029,0.000405,404.65,1.14,0.000001,0.000035,35.31,25.34,11.46
SRS2,10/2/15,2015,0.00,67.36,0.000067,0.000943,943.48,0.14,0.000000,0.000004,4.34,481.13,217.57
SRS3,10/2/15,2015,0.00,40.93,0.000041,0.000573,573.31,0.30,0.000000,0.000009,9.29,136.43,61.70
SRS4,10/4/15,2015,13.30,49.74,0.000050,0.000697,696.71,1.87,0.000002,0.000058,57.92,26.60,12.03
SRS5,10/4/15,2015,29.70,38.45,0.000038,0.000539,538.58,1.11,0.000001,0.000034,34.38,34.64,15.67
SRS6,10/4/15,2015,31.00,55.32,0.000055,0.000775,774.91,2.19,0.000002,0.000068,67.83,25.26,11.42
SRS4,10/7/15,2015,15.10,43.74,0.000044,0.000613,612.60,1.19,0.000001,0.000037,36.86,36.75,16.62
SRS5,10/7/15,2015,27.60,43.78,0.000044,0.000613,613.17,1.48,0.000001,0.000046,45.84,29.58,13.38
SRS6,10/7/15,2015,30.90,58.61,0.000059,0.000821,820.96,2.53,0.000003,0.000078,78.36,23.17,10.48
SRS1,10/8/15,2015,0.00,81.54,0.000082,0.001142,1142.12,0.42,0.000000,0.000013,13.01,194.14,87.79
SRS2,10/8/15,2015,0.00,70.31,0.000070,0.000985,984.87,0.27,0.000000,0.000008,8.36,260.42,117.77
SRS3,10/8/15,2015,0.00,43.15,0.000043,0.000604,604.40,0.27,0.000000,0.000008,8.36,159.81,72.27
SRS4,10/10/15,2015,12.30,48.91,0.000049,0.000685,685.01,0.97,0.000001,0.000030,30.04,50.42,22.80
SRS5,10/10/15,2015,24.80,37.54,0.000038,0.000526,525.75,1.67,0.000002,0.000052,51.73,22.48,10.16
SRS6,10/10/15,2015,30.20,47.52,0.000048,0.000666,665.57,2.09,0.000002,0.000065,64.74,22.74,10.28
SRS1,10/13/15,2015,0.00,85.57,0.000086,0.001199,1198.59,0.41,0.000000,0.000013,12.70,208.71,94.38
SRS4,10/13/15,2015,10.80,56.19,0.000056,0.000787,787.05,1.18,0.000001,0.000037,36.55,47.62,21.53
SRS5,10/13/15,2015,24.30,40.79,0.000041,0.000571,571.36,1.03,0.000001,0.000032,31.90,39.60,17.91
SRS6,10/13/15,2015,29.40,53.80,0.000054,0.000754,753.62,0.28,0.000000,0.000009,8.67,192.15,86.90
SRS2,10/14/15,2015,0.00,61.00,0.000061,0.000854,854.46,0.26,0.000000,0.000008,8.05,234.62,106.10
SRS3,10/14/15,2015,0.00,45.79,0.000046,0.000641,641.44,0.26,0.000000,0.000008,8.05,176.13,79.65
SRS4,10/16/15,2015,9.40,55.62,0.000056,0.000779,779.11,1.00,0.000001,0.000031,30.97,55.62,25.15
SRS5,10/16/15,2015,19.00,38.47,0.000038,0.000539,538.91,0.51,0.000001,0.000016,15.80,75.44,34.11
SRS6,10/16/15,2015,26.10,43.48,0.000043,0.000609,609.08,1.63,0.000002,0.000050,50.49,26.68,12.06
SRS4,10/19/15,2015,5.70,56.50,0.000056,0.000791,791.37,1.04,0.000001,0.000032,32.21,54.33,24.57
SRS5,10/19/15,2015,11.00,44.56,0.000045,0.000624,624.10,0.69,0.000001,0.000021,21.37,64.57,29.20
SRS6,10/19/15,2015,21.40,38.92,0.000039,0.000545,545.19,0.91,0.000001,0.000028,28.19,42.77,19.34
SRS1,10/20/15,2015,0.00,72.19,0.000072,0.001011,1011.18,0.28,0.000000,0.000009,8.67,257.83,116.59
SRS2,10/20/15,2015,0.00,54.73,0.000055,0.000767,766.66,0.23,0.000000,0.000007,7.12,237.97,107.62
SRS3,10/20/15,2015,0.00,45.69,0.000046,0.000640,639.91,0.28,0.000000,0.000009,8.67,163.16,73.78
SRS4,10/22/15,2015,3.90,61.12,0.000061,0.000856,856.04,0.92,0.000001,0.000028,28.50,66.43,30.04
SRS5,10/22/15,2015,12.50,65.73,0.000066,0.000921,920.71,1.37,0.000001,0.000042,42.43,47.98,21.70
SRS6,10/22/15,2015,21.30,46.20,0.000046,0.000647,647.05,1.29,0.000001,0.000040,39.96,35.81,16.19
SRS4,10/25/15,2015,5.20,54.13,0.000054,0.000758,758.14,0.70,0.000001,0.000022,21.68,77.32,34.97
SRS5,10/25/15,2015,21.70,53.68,0.000054,0.000752,751.91,0.97,0.000001,0.000030,30.04,55.34,25.03
SRS6,10/25/15,2015,26.60,49.57,0.000050,0.000694,694.37,1.08,0.000001,0.000033,33.45,45.90,20.76
SRS1,10/26/15,2015,0.00,76.35,0.000076,0.001069,1069.43,0.28,0.000000,0.000009,8.67,272.68,123.31
SRS2,10/26/15,2015,0.00,67.97,0.000068,0.000952,952.03,0.31,0.000000,0.000010,9.60,219.25,99.15
SRS3,10/26/15,2015,0.00,49.80,0.000050,0.000698,697.53,0.22,0.000000,0.000007,6.81,226.36,102.36
SRS3,10/27/15,2015,0.00,54.24,0.000054,0.000760,759.73,0.22,0.000000,0.000007,6.81,246.54,111.49
SRS4,10/28/15,2015,11.20,49.43,0.000049,0.000692,692.32,0.91,0.000001,0.000028,28.19,54.32,24.56
SRS5,10/28/15,2015,24.80,37.14,0.000037,0.000520,520.22,1.18,0.000001,0.000037,36.55,31.47,14.23
SRS6,10/28/15,2015,28.10,27.69,0.000028,0.000388,387.85,0.63,0.000001,0.000020,19.51,43.95,19.88
SRS4,10/31/15,2015,15.90,45.23,0.000045,0.000634,633.56,1.37,0.000001,0.000042,42.43,33.02,14.93
SRS5,10/31/15,2015,25.70,33.00,0.000033,0.000462,462.16,0.70,0.000001,0.000022,21.68,47.14,21.32
SRS6,10/31/15,2015,29.00,25.93,0.000026,0.000363,363.26,0.48,0.000000,0.000015,14.87,54.03,24.43
SRS1,11/1/15,2015,0.00,72.75,0.000073,0.001019,1019.05,0.32,0.000000,0.000010,9.91,227.35,102.81
SRS2,11/1/15,2015,0.00,68.32,0.000068,0.000957,956.93,0.34,0.000000,0.000011,10.53,200.94,90.87
SRS4,11/3/15,2015,13.80,46.28,0.000046,0.000648,648.17,0.83,0.000001,0.000026,25.71,55.75,25.21
SRS5,11/3/15,2015,20.50,38.81,0.000039,0.000544,543.60,0.51,0.000001,0.000016,15.80,76.10,34.41
SRS6,11/3/15,2015,27.60,23.68,0.000024,0.000332,331.63,0.74,0.000001,0.000023,22.92,31.99,14.47
SRS1,11/6/15,2015,0.00,78.68,0.000079,0.001102,1102.06,0.25,0.000000,0.000008,7.74,314.72,142.32
SRS2,11/6/15,2015,0.00,82.52,0.000083,0.001156,1155.79,0.31,0.000000,0.000010,9.60,266.18,120.37
SRS3,11/6/15,2015,0.00,48.22,0.000048,0.000675,675.36,0.31,0.000000,0.000010,9.60,155.54,70.34
SRS4,11/6/15,2015,9.50,53.45,0.000053,0.000749,748.67,0.76,0.000001,0.000024,23.54,70.33,31.80
SRS5,11/6/15,2015,13.70,59.52,0.000060,0.000834,833.74,1.36,0.000001,0.000042,42.12,43.77,19.79
SRS6,11/6/15,2015,22.50,34.73,0.000035,0.000487,486.52,0.72,0.000001,0.000022,22.30,48.24,21.82
SRS2,11/9/15,2015,0.00,78.89,0.000079,0.001105,1105.07,0.36,0.000000,0.000011,11.15,219.15,99.10
SRS4,11/9/15,2015,6.70,55.89,0.000056,0.000783,782.85,0.75,0.000001,0.000023,23.23,74.52,33.70
SRS5,11/9/15,2015,16.40,46.63,0.000047,0.000653,653.13,0.57,0.000001,0.000018,17.66,81.81,36.99
SRS6,11/9/15,2015,24.10,35.33,0.000035,0.000495,494.80,0.95,0.000001,0.000029,29.43,37.18,16.82
SRS4,11/10/15,2015,5.60,56.62,0.000057,0.000793,793.08,0.93,0.000001,0.000029,28.81,60.88,27.53
SRS5,11/10/15,2015,22.70,47.59,0.000048,0.000667,666.54,1.96,0.000002,0.000061,60.71,24.28,10.98
SRS6,11/10/15,2015,26.50,39.68,0.000040,0.000556,555.74,3.24,0.000003,0.000100,100.36,12.25,5.54
SRS3,11/11/15,2015,0.00,48.02,0.000048,0.000673,672.60,0.33,0.000000,0.000010,10.22,145.51,65.80
SRS1,11/12/15,2015,0.00,71.20,0.000071,0.000997,997.26,0.29,0.000000,0.000009,8.98,245.51,111.02
SRS4,11/13/15,2015,6.20,54.71,0.000055,0.000766,766.25,0.68,0.000001,0.000021,21.06,80.45,36.38
SRS5,11/13/15,2015,19.70,38.40,0.000038,0.000538,537.83,0.46,0.000000,0.000014,14.25,83.47,37.75
SRS6,11/13/15,2015,26.20,54.96,0.000055,0.000770,769.82,1.14,0.000001,0.000035,35.31,48.21,21.80
SRS4,11/16/15,2015,5.80,53.13,0.000053,0.000744,744.15,0.48,0.000000,0.000015,14.87,110.68,50.05
SRS5,11/16/15,2015,13.50,42.35,0.000042,0.000593,593.21,0.46,0.000000,0.000014,14.25,92.07,41.63
SRS6,11/16/15,2015,22.10,29.30,0.000029,0.000410,410.45,0.60,0.000001,0.000019,18.58,48.84,22.09
SRS1,11/18/15,2015,0.00,71.30,0.000071,0.000999,998.76,0.17,0.000000,0.000005,5.27,419.44,189.68
SRS2,11/18/15,2015,0.00,59.60,0.000060,0.000835,834.87,0.18,0.000000,0.000006,5.58,331.13,149.74
SRS3,11/18/15,2015,0.00,49.46,0.000049,0.000693,692.72,0.40,0.000000,0.000012,12.39,123.64,55.91
SRS4,11/19/15,2015,4.60,53.71,0.000054,0.000752,752.27,0.43,0.000000,0.000013,13.32,124.90,56.48
SRS5,11/19/15,2015,16.10,44.75,0.000045,0.000627,626.86,0.60,0.000001,0.000019,18.58,74.59,33.73
SRS6,11/19/15,2015,24.30,32.11,0.000032,0.000450,449.69,0.64,0.000001,0.000020,19.82,50.16,22.69
SRS4,11/22/15,2015,3.90,56.06,0.000056,0.000785,785.29,0.51,0.000001,0.000016,15.80,109.93,49.71
SRS5,11/22/15,2015,18.80,41.99,0.000042,0.000588,588.18,0.59,0.000001,0.000018,18.27,71.17,32.19
SRS6,11/22/15,2015,26.10,31.26,0.000031,0.000438,437.87,0.64,0.000001,0.000020,19.82,48.85,22.09
SRS1,11/24/15,2015,0.00,69.33,0.000069,0.000971,971.12,0.16,0.000000,0.000005,4.96,433.32,195.95
SRS2,11/24/15,2015,0.00,59.18,0.000059,0.000829,828.86,0.16,0.000000,0.000005,4.96,369.84,167.25
SRS3,11/24/15,2015,0.00,53.35,0.000053,0.000747,747.30,0.46,0.000000,0.000014,14.25,115.98,52.45
SRS4,11/25/15,2015,3.90,52.23,0.000052,0.000732,731.64,0.63,0.000001,0.000020,19.51,82.91,37.49
SRS5,11/25/15,2015,12.60,43.70,0.000044,0.000612,612.04,0.54,0.000001,0.000017,16.73,80.92,36.59
SRS6,11/25/15,2015,22.80,34.68,0.000035,0.000486,485.71,0.73,0.000001,0.000023,22.61,47.50,21.48
SRS4,11/28/15,2015,3.20,52.44,0.000052,0.000734,734.50,0.53,0.000001,0.000016,16.42,98.94,44.74
SRS5,11/28/15,2015,12.90,43.50,0.000043,0.000609,609.23,0.59,0.000001,0.000018,18.27,73.72,33.34
SRS6,11/28/15,2015,23.10,35.13,0.000035,0.000492,492.01,0.57,0.000001,0.000018,17.66,61.62,27.87
SRS1,11/30/15,2015,0.00,64.90,0.000065,0.000909,909.08,0.16,0.000000,0.000005,4.96,405.64,183.44
SRS2,11/30/15,2015,0.00,69.75,0.000070,0.000977,976.93,0.26,0.000000,0.000008,8.05,268.25,121.31
SRS3,11/30/15,2015,0.00,53.75,0.000054,0.000753,752.83,0.43,0.000000,0.000013,13.32,124.99,56.52
SRS4,11/30/15,2015,2.70,53.20,0.000053,0.000745,745.13,0.59,0.000001,0.000018,18.27,90.16,40.77
SRS5,11/30/15,2015,18.90,37.50,0.000037,0.000525,525.23,0.70,0.000001,0.000022,21.68,53.57,24.22
SRS6,11/30/15,2015,25.90,31.41,0.000031,0.000440,439.97,0.76,0.000001,0.000024,23.54,41.33,18.69
SRS4,12/4/15,2015,3.50,55.21,0.000055,0.000773,773.31,0.55,0.000001,0.000017,17.04,100.38,45.39
SRS5,12/4/15,2015,16.10,48.27,0.000048,0.000676,676.08,0.59,0.000001,0.000018,18.27,81.81,37.00
SRS6,12/4/15,2015,24.30,40.17,0.000040,0.000563,562.63,0.81,0.000001,0.000025,25.09,49.59,22.43
SRS1,12/6/15,2015,0.00,57.77,0.000058,0.000809,809.17,0.24,0.000000,0.000007,7.43,240.70,108.85
SRS2,12/6/15,2015,0.00,64.36,0.000064,0.000901,901.49,0.24,0.000000,0.000007,7.43,268.17,121.27
SRS3,12/6/15,2015,0.00,50.02,0.000050,0.000701,700.66,0.28,0.000000,0.000009,8.67,178.65,80.79
SRS4,12/7/15,2015,2.30,49.98,0.000050,0.000700,700.03,0.46,0.000000,0.000014,14.25,108.65,49.13
SRS5,12/7/15,2015,6.10,60.22,0.000060,0.000844,843.52,1.05,0.000001,0.000033,32.52,57.35,25.94
SRS6,12/7/15,2015,16.10,47.18,0.000047,0.000661,660.79,0.91,0.000001,0.000028,28.19,51.84,23.44
SRS4,12/10/15,2015,1.50,40.26,0.000040,0.000564,563.98,0.31,0.000000,0.000010,9.60,129.88,58.74
SRS5,12/10/15,2015,9.90,56.94,0.000057,0.000797,797.49,1.15,0.000001,0.000036,35.62,49.51,22.39
SRS6,12/10/15,2015,19.50,43.76,0.000044,0.000613,612.97,1.08,0.000001,0.000033,33.45,40.52,18.32
SRS1,12/12/15,2015,0.00,60.65,0.000061,0.000850,849.52,0.29,0.000000,0.000009,8.98,209.14,94.58
SRS2,12/12/15,2015,0.00,58.21,0.000058,0.000815,815.28,0.22,0.000000,0.000007,6.81,264.57,119.64
SRS3,12/12/15,2015,0.00,50.77,0.000051,0.000711,711.14,0.22,0.000000,0.000007,6.81,230.77,104.36
SRS4,12/13/15,2015,1.30,46.58,0.000047,0.000652,652.42,0.42,0.000000,0.000013,13.01,110.90,50.15
SRS5,12/13/15,2015,14.70,40.26,0.000040,0.000564,563.89,0.49,0.000000,0.000015,15.18,82.16,37.15
