Site,Date,Year,Salinity,TN_um_L,TN_moles_L,TN_g_L,TN_ug_L,TP_um_L,TP_moles_L,TP_g_L,TP_ug_L,NP_molar,NP_mass
SRS4,2/1/15,2015,6.50,57.80,0.000058,0.000810,809.65,0.48,0.000000,0.000015,14.87,120.42,54.46
SRS5,2/1/15,2015,16.40,44.22,0.000044,0.000619,619.33,0.53,0.000001,0.000016,16.42,83.43,37.73
SRS6,2/1/15,2015,25.70,28.09,0.000028,0.000393,393.39,0.64,0.000001,0.000020,19.82,43.88,19.84
SRS4,2/4/15,2015,6.40,52.82,0.000053,0.000740,739.84,0.53,0.000001,0.000016,16.42,99.66,45.07
SRS5,2/4/15,2015,20.20,43.32,0.000043,0.000607,606.71,0.49,0.000000,0.000015,15.18,88.40,39.98
SRS6,2/4/15,2015,27.20,27.89,0.000028,0.000391,390.71,0.64,0.000001,0.000020,19.82,43.58,19.71
SRS1,2/5/15,2015,0.00,70.05,0.000070,0.000981,981.23,0.26,0.000000,0.000008,8.05,269.43,121.84
SRS2,2/5/15,2015,0.00,74.73,0.000075,0.001047,1046.73,0.22,0.000000,0.000007,6.81,339.68,153.61
SRS3,2/5/15,2015,0.00,67.46,0.000067,0.000945,944.97,0.25,0.000000,0.000008,7.74,269.86,122.03
SRS4,2/7/15,2015,6.40,52.71,0.000053,0.000738,738.25,0.76,0.000001,0.000024,23.54,69.35,31.36
SRS5,2/7/15,2015,19.30,37.99,0.000038,0.000532,532.17,0.51,0.000001,0.000016,15.80,74.50,33.69
SRS6,2/7/15,2015,26.90,27.98,0.000028,0.000392,391.92,0.65,0.000001,0.000020,20.13,43.05,19.47
SRS4,2/9/15,2015,5.60,57.51,0.000058,0.000806,805.53,0.77,0.000001,0.000024,23.85,74.69,33.77
SRS5,2/9/15,2015,18.70,41.86,0.000042,0.000586,586.31,0.64,0.000001,0.000020,19.82,65.40,29.58
SRS6,2/9/15,2015,26.70,32.71,0.000033,0.000458,458.21,1.03,0.000001,0.000032,31.90,31.76,14.36
SRS1,2/11/15,2015,0.00,81.68,0.000082,0.001144,1144.08,0.21,0.000000,0.000007,6.50,388.95,175.89
SRS2,2/11/15,2015,0.00,84.69,0.000085,0.001186,1186.21,0.23,0.000000,0.000007,7.12,368.20,166.51
SRS3,2/11/15,2015,0.00,72.27,0.000072,0.001012,1012.22,0.26,0.000000,0.000008,8.05,277.94,125.69
SRS4,2/12/15,2015,6.10,58.53,0.000059,0.000820,819.84,0.82,0.000001,0.000025,25.40,71.38,32.28
SRS5,2/12/15,2015,23.90,37.21,0.000037,0.000521,521.17,0.70,0.000001,0.000022,21.68,53.15,24.04
SRS6,2/12/15,2015,29.00,39.70,0.000040,0.000556,556.06,1.23,0.000001,0.000038,38.10,32.28,14.60
SRS4,2/15/15,2015,6.40,67.09,0.000067,0.000940,939.73,0.91,0.000001,0.000028,28.19,73.73,33.34
SRS5,2/15/15,2015,21.20,47.20,0.000047,0.000661,661.16,1.10,0.000001,0.000034,34.07,42.91,19.41
SRS6,2/15/15,2015,28.20,40.06,0.000040,0.000561,561.13,1.20,0.000001,0.000037,37.17,33.38,15.10
SRS1,2/17/15,2015,0.00,75.16,0.000075,0.001053,1052.77,0.25,0.000000,0.000008,7.74,300.64,135.95
SRS2,2/17/15,2015,0.00,94.80,0.000095,0.001328,1327.89,0.24,0.000000,0.000007,7.43,395.01,178.63
SRS3,2/17/15,2015,0.00,70.57,0.000071,0.000988,988.42,0.25,0.000000,0.000008,7.74,282.26,127.64
SRS4,2/18/15,2015,8.20,67.98,0.000068,0.000952,952.14,1.15,0.000001,0.000036,35.62,59.11,26.73
SRS5,2/18/15,2015,27.50,39.27,0.000039,0.000550,550.01,0.89,0.000001,0.000028,27.57,44.12,19.95
SRS6,2/18/15,2015,30.90,37.08,0.000037,0.000519,519.39,1.32,0.000001,0.000041,40.89,28.09,12.70
SRS4,2/21/15,2015,10.60,55.90,0.000056,0.000783,783.01,0.84,0.000001,0.000026,26.02,66.55,30.09
SRS5,2/21/15,2015,22.00,40.74,0.000041,0.000571,570.60,0.54,0.000001,0.000017,16.73,75.44,34.11
SRS6,2/21/15,2015,28.40,42.51,0.000043,0.000595,595.44,1.35,0.000001,0.000042,41.81,31.49,14.24
SRS1,2/23/15,2015,0.00,77.56,0.000078,0.001086,1086.33,0.30,0.000000,0.000009,9.29,258.52,116.91
SRS2,2/23/15,2015,0.00,103.93,0.000104,0.001456,1455.72,0.30,0.000000,0.000009,9.29,346.43,156.66
SRS3,2/23/15,2015,0.00,73.45,0.000073,0.001029,1028.77,0.26,0.000000,0.000008,8.05,282.49,127.75
SRS4,2/24/15,2015,9.90,54.71,0.000055,0.000766,766.31,0.77,0.000001,0.000024,23.85,71.05,32.13
SRS5,2/24/15,2015,23.90,37.16,0.000037,0.000521,520.54,0.56,0.000001,0.000017,17.35,66.36,30.01
SRS6,2/24/15,2015,29.90,37.41,0.000037,0.000524,523.96,1.24,0.000001,0.000038,38.41,30.17,13.64
SRS4,2/27/15,2015,9.40,61.44,0.000061,0.000861,860.58,1.09,0.000001,0.000034,33.76,56.37,25.49
SRS5,2/27/15,2015,23.40,39.11,0.000039,0.000548,547.74,0.71,0.000001,0.000022,21.99,55.08,24.91
SRS6,2/27/15,2015,29.50,34.96,0.000035,0.000490,489.61,1.20,0.000001,0.000037,37.17,29.13,13.17
SRS1,3/1/15,2015,0.00,83.20,0.000083,0.001165,1165.35,0.41,0.000000,0.000013,12.70,202.92,91.76
SRS2,3/1/15,2015,0.00,93.40,0.000093,0.001308,1308.18,0.26,0.000000,0.000008,8.05,359.21,162.44
SRS3,3/1/15,2015,0.00,64.27,0.000064,0.000900,900.19,0.35,0.000000,0.000011,10.84,183.62,83.04
SRS4,3/2/15,2015,8.70,61.45,0.000061,0.000861,860.70,1.10,0.000001,0.000034,34.07,55.86,25.26
SRS5,3/2/15,2015,17.30,48.58,0.000049,0.000680,680.42,0.70,0.000001,0.000022,21.68,69.40,31.38
SRS6,3/2/15,2015,26.30,34.56,0.000035,0.000484,484.10,0.80,0.000001,0.000025,24.78,43.20,19.54
SRS1,3/5/15,2015,0.00,148.00,0.000148,0.002073,2073.06,0.33,0.000000,0.000010,10.22,448.49,202.82
SRS2,3/5/15,2015,0.00,124.06,0.000124,0.001738,1737.68,0.24,0.000000,0.000007,7.43,516.91,233.76
SRS3,3/5/15,2015,0.00,98.83,0.000099,0.001384,1384.35,0.37,0.000000,0.000011,11.46,267.12,120.79
SRS4,3/5/15,2015,8.00,65.28,0.000065,0.000914,914.42,0.64,0.000001,0.000020,19.82,102.00,46.13
SRS5,3/5/15,2015,21.10,39.26,0.000039,0.000550,549.87,0.70,0.000001,0.000022,21.68,56.08,25.36
SRS6,3/5/15,2015,27.40,37.09,0.000037,0.000519,519.46,1.00,0.000001,0.000031,30.97,37.09,16.77
SRS4,3/8/15,2015,7.60,68.23,0.000068,0.000956,955.67,0.67,0.000001,0.000021,20.75,101.83,46.05
SRS5,3/8/15,2015,19.30,54.53,0.000055,0.000764,763.77,0.64,0.000001,0.000020,19.82,85.20,38.53
SRS6,3/8/15,2015,27.80,36.24,0.000036,0.000508,507.57,0.90,0.000001,0.000028,27.88,40.26,18.21
SRS1,3/11/15,2015,0.00,188.73,0.000189,0.002644,2643.57,0.34,0.000000,0.000011,10.53,555.09,251.02
SRS2,3/11/15,2015,0.00,119.93,0.000120,0.001680,1679.89,0.24,0.000000,0.000007,7.43,499.72,225.98
SRS3,3/11/15,2015,0.00,103.68,0.000104,0.001452,1452.19,0.45,0.000000,0.000014,13.94,230.39,104.19
SRS4,3/11/15,2015,7.30,62.51,0.000063,0.000876,875.63,1.01,0.000001,0.000031,31.28,61.90,27.99
SRS5,3/11/15,2015,21.00,40.24,0.000040,0.000564,563.59,0.65,0.000001,0.000020,20.13,61.90,27.99
SRS6,3/11/15,2015,29.10,30.83,0.000031,0.000432,431.78,0.77,0.000001,0.000024,23.85,40.03,18.10
SRS4,3/14/15,2015,7.70,55.59,0.000056,0.000779,778.59,0.96,0.000001,0.000030,29.74,57.90,26.18
SRS5,3/14/15,2015,23.40,35.14,0.000035,0.000492,492.23,0.67,0.000001,0.000021,20.75,52.45,23.72
SRS6,3/14/15,2015,29.50,27.94,0.000028,0.000391,391.30,0.66,0.000001,0.000020,20.44,42.33,19.14
SRS1,3/15/15,2015,0.00,192.26,0.000192,0.002693,2692.99,0.35,0.000000,0.000011,10.84,549.31,248.41
SRS4,3/16/15,2015,8.00,63.86,0.000064,0.000895,894.53,1.28,0.000001,0.000040,39.65,49.89,22.56
SRS5,3/16/15,2015,21.90,38.48,0.000038,0.000539,538.92,0.79,0.000001,0.000024,24.47,48.70,22.02
SRS6,3/16/15,2015,30.20,26.24,0.000026,0.000368,367.57,0.93,0.000001,0.000029,28.81,28.22,12.76
SRS2,3/17/15,2015,0.00,131.60,0.000132,0.001843,1843.34,0.24,0.000000,0.000007,7.43,548.34,247.97
SRS3,3/17/15,2015,0.00,110.20,0.000110,0.001544,1543.59,0.63,0.000001,0.000020,19.51,174.92,79.10
SRS4,3/19/15,2015,8.20,61.49,0.000061,0.000861,861.30,0.77,0.000001,0.000024,23.85,79.86,36.11
SRS5,3/19/15,2015,27.30,32.96,0.000033,0.000462,461.60,0.92,0.000001,0.000028,28.50,35.82,16.20
SRS4,3/22/15,2015,12.80,60.68,0.000061,0.000850,849.96,1.40,0.000001,0.000043,43.36,43.34,19.60
SRS5,3/22/15,2015,29.80,31.06,0.000031,0.000435,435.11,1.30,0.000001,0.000040,40.27,23.90,10.81
SRS2,3/23/15,2015,0.00,128.48,0.000128,0.001800,1799.56,0.28,0.000000,0.000009,8.67,458.84,207.50
SRS3,3/23/15,2015,0.00,100.52,0.000101,0.001408,1407.94,0.55,0.000001,0.000017,17.04,182.76,82.65
SRS4,3/25/15,2015,16.40,54.88,0.000055,0.000769,768.65,1.12,0.000001,0.000035,34.69,49.00,22.16
SRS5,3/25/15,2015,31.30,29.40,0.000029,0.000412,411.83,0.78,0.000001,0.000024,24.16,37.69,17.05
SRS4,3/28/15,2015,17.40,51.84,0.000052,0.000726,726.12,1.00,0.000001,0.000031,30.97,51.84,23.44
SRS5,3/28/15,2015,26.40,33.77,0.000034,0.000473,473.00,0.74,0.000001,0.000023,22.92,45.63,20.64
SRS2,3/29/15,2015,0.00,137.14,0.000137,0.001921,1920.96,0.30,0.000000,0.000009,9.29,457.14,206.73
SRS3,3/29/15,2015,0.00,95.87,0.000096,0.001343,1342.78,0.39,0.000000,0.000012,12.08,245.81,111.16
SRS4,3/31/15,2015,13.70,50.71,0.000051,0.000710,710.32,0.92,0.000001,0.000028,28.50,55.12,24.93
SRS5,3/31/15,2015,22.20,37.84,0.000038,0.000530,530.02,0.60,0.000001,0.000019,18.58,63.07,28.52
SRS4,4/3/15,2015,13.00,51.03,0.000051,0.000715,714.72,1.14,0.000001,0.000035,35.31,44.76,20.24
SRS5,4/3/15,2015,26.90,36.13,0.000036,0.000506,506.03,0.70,0.000001,0.000022,21.68,51.61,23.34
SRS2,4/4/15,2015,0.00,129.92,0.000130,0.001820,1819.82,0.29,0.000000,0.000009,8.98,448.01,202.60
SRS3,4/4/15,2015,0.00,130.97,0.000131,0.001835,1834.54,0.42,0.000000,0.000013,13.01,311.84,141.02
SRS4,4/5/15,2015,13.20,53.02,0.000053,0.000743,742.64,1.42,0.000001,0.000044,43.98,37.34,16.88
SRS5,4/5/15,2015,27.50,31.09,0.000031,0.000436,435.53,0.71,0.000001,0.000022,21.99,43.79,19.80
SRS2,4/9/15,2015,0.00,144.81,0.000145,0.002028,2028.40,0.37,0.000000,0.000011,11.46,391.39,176.99
SRS3,4/9/15,2015,0.00,191.35,0.000191,0.002680,2680.21,0.55,0.000001,0.000017,17.04,347.91,157.33
SRS4,4/9/15,2015,14.70,54.99,0.000055,0.000770,770.24,0.86,0.000001,0.000027,26.64,63.94,28.92
SRS5,4/9/15,2015,27.30,39.94,0.000040,0.000559,559.41,0.90,0.000001,0.000028,27.88,44.38,20.07
SRS6,4/9/15,2015,32.70,31.55,0.000032,0.000442,441.91,1.01,0.000001,0.000031,31.28,31.24,14.13
SRS2,4/10/15,2015,0.00,163.68,0.000164,0.002293,2292.67,0.54,0.000001,0.000017,16.73,303.11,137.07
SRS4,4/12/15,2015,15.10,50.56,0.000051,0.000708,708.17,0.93,0.000001,0.000029,28.81,54.36,24.58
SRS5,4/12/15,2015,29.30,38.47,0.000038,0.000539,538.89,1.02,0.000001,0.000032,31.59,37.72,17.06
SRS6,4/12/15,2015,32.80,30.67,0.000031,0.000430,429.55,1.08,0.000001,0.000033,33.45,28.40,12.84
SRS3,4/15/15,2015,0.00,195.58,0.000196,0.002740,2739.52,2.40,0.000002,0.000074,74.34,81.49,36.85
SRS4,4/15/15,2015,15.90,51.99,0.000052,0.000728,728.18,0.85,0.000001,0.000026,26.33,61.16,27.66
SRS5,4/15/15,2015,28.30,35.67,0.000036,0.000500,499.69,1.07,0.000001,0.000033,33.14,33.34,15.08
SRS6,4/15/15,2015,33.20,30.24,0.000030,0.000424,423.57,1.18,0.000001,0.000037,36.55,25.63,11.59
SRS4,4/18/15,2015,18.10,50.67,0.000051,0.000710,709.75,0.98,0.000001,0.000030,30.35,51.71,23.38
SRS5,4/18/15,2015,32.70,38.60,0.000039,0.000541,540.60,1.15,0.000001,0.000036,35.62,33.56,15.18
SRS6,4/18/15,2015,33.10,24.63,0.000025,0.000345,344.92,1.19,0.000001,0.000037,36.86,20.69,9.36
SRS3,4/21/15,2015,0.00,105.23,0.000105,0.001474,1473.90,1.26,0.000001,0.000039,39.03,83.51,37.77
SRS4,4/21/15,2015,23.70,43.06,0.000043,0.000603,603.20,0.81,0.000001,0.000025,25.09,53.17,24.04
SRS5,4/21/15,2015,34.20,30.07,0.000030,0.000421,421.19,0.77,0.000001,0.000024,23.85,39.05,17.66
SRS6,4/21/15,2015,34.50,30.20,0.000030,0.000423,422.97,1.59,0.000002,0.000049,49.25,18.99,8.59
SRS4,4/24/15,2015,24.90,32.26,0.000032,0.000452,451.85,0.71,0.000001,0.000022,21.99,45.44,20.55
SRS5,4/24/15,2015,32.50,27.03,0.000027,0.000379,378.62,0.87,0.000001,0.000027,26.95,31.07,14.05
SRS6,4/24/15,2015,34.30,27.28,0.000027,0.000382,382.11,1.33,0.000001,0.000041,41.20,20.51,9.28
SRS3,4/27/15,2015,0.00,79.75,0.000080,0.001117,1117.02,0.99,0.000001,0.000031,30.66,80.55,36.43
SRS4,4/27/15,2015,23.90,39.03,0.000039,0.000547,546.62,0.65,0.000001,0.000020,20.13,60.04,27.15
SRS5,4/27/15,2015,32.20,25.79,0.000026,0.000361,361.20,0.75,0.000001,0.000023,23.23,34.38,15.55
SRS6,4/27/15,2015,34.30,24.53,0.000025,0.000344,343.65,0.97,0.000001,0.000030,30.04,25.29,11.44
SRS4,4/30/15,2015,23.00,41.49,0.000041,0.000581,581.21,0.73,0.000001,0.000023,22.61,56.84,25.70
SRS5,4/30/15,2015,30.60,26.76,0.000027,0.000375,374.88,0.62,0.000001,0.000019,19.20,43.17,19.52
SRS6,4/30/15,2015,32.80,21.51,0.000022,0.000301,301.28,0.81,0.000001,0.000025,25.09,26.55,12.01
SRS1,5/2/15,2015,0.00,183.83,0.000184,0.002575,2574.86,0.63,0.000001,0.000020,19.51,291.79,131.95
SRS2,5/3/15,2015,0.00,69.39,0.000069,0.000972,971.90,0.37,0.000000,0.000011,11.46,187.53,84.81
SRS3,5/3/15,2015,0.00,79.42,0.000079,0.001112,1112.39,1.28,0.000001,0.000040,39.65,62.04,28.06
SRS4,5/3/15,2015,19.70,35.70,0.000036,0.000500,499.99,0.53,0.000001,0.000016,16.42,67.35,30.46
SRS5,5/3/15,2015,23.60,29.40,0.000029,0.000412,411.82,0.60,0.000001,0.000019,18.58,49.00,22.16
SRS6,5/3/15,2015,29.50,20.06,0.000020,0.000281,280.99,0.56,0.000001,0.000017,17.35,35.82,16.20
SRS4,5/4/15,2015,16.80,35.50,0.000035,0.000497,497.21,0.59,0.000001,0.000018,18.27,60.16,27.21
SRS5,5/4/15,2015,20.60,39.44,0.000039,0.000552,552.45,1.21,0.000001,0.000037,37.48,32.60,14.74
SRS6,5/4/15,2015,27.30,33.66,0.000034,0.000471,471.42,2.30,0.000002,0.000071,71.24,14.63,6.62
SRS4,5/7/15,2015,13.30,41.17,0.000041,0.000577,576.60,1.23,0.000001,0.000038,38.10,33.47,15.13
SRS5,5/7/15,2015,24.20,29.02,0.000029,0.000407,406.54,1.17,0.000001,0.000036,36.24,24.81,11.22
SRS6,5/7/15,2015,29.60,22.61,0.000023,0.000317,316.67,1.17,0.000001,0.000036,36.24,19.32,8.74
SRS2,5/9/15,2015,0.00,87.09,0.000087,0.001220,1219.88,0.41,0.000000,0.000013,12.70,212.42,96.06
SRS3,5/9/15,2015,0.00,67.60,0.000068,0.000947,946.90,0.67,0.000001,0.000021,20.75,100.90,45.63
SRS4,5/10/15,2015,15.20,36.36,0.000036,0.000509,509.32,1.28,0.000001,0.000040,39.65,28.41,12.85
SRS5,5/10/15,2015,29.60,27.17,0.000027,0.000381,380.53,1.49,0.000001,0.000046,46.15,18.23,8.25
SRS6,5/10/15,2015,31.60,13.76,0.000014,0.000193,192.75,1.11,0.000001,0.000034,34.38,12.40,5.61
SRS4,5/13/15,2015,15.50,36.67,0.000037,0.000514,513.65,1.31,0.000001,0.000041,40.58,27.99,12.66
SRS5,5/13/15,2015,24.20,30.87,0.000031,0.000432,432.44,1.23,0.000001,0.000038,38.10,25.10,11.35
SRS6,5/13/15,2015,30.80,19.05,0.000019,0.000267,266.89,1.04,0.000001,0.000032,32.21,18.32,8.29
SRS2,5/15/15,2015,0.00,97.72,0.000098,0.001369,1368.71,0.45,0.000000,0.000014,13.94,217.15,98.20
SRS3,5/15/15,2015,0.00,82.35,0.000082,0.001153,1153.48,1.12,0.000001,0.000035,34.69,73.53,33.25
SRS4,5/16/15,2015,14.20,37.37,0.000037,0.000523,523.41,1.14,0.000001,0.000035,35.31,32.78,14.82
SRS5,5/16/15,2015,27.00,30.51,0.000031,0.000427,427.28,1.11,0.000001,0.000034,34.38,27.48,12.43
SRS6,5/16/15,2015,31.80,12.30,0.000012,0.000172,172.26,0.84,0.000001,0.000026,26.02,14.64,6.62
SRS2,5/19/15,2015,0.00,110.46,0.000110,0.001547,1547.20,0.59,0.000001,0.000018,18.27,187.22,84.66
SRS4,5/19/15,2015,14.60,38.66,0.000039,0.000542,541.51,1.35,0.000001,0.000042,41.81,28.64,12.95
SRS5,5/19/15,2015,28.50,25.18,0.000025,0.000353,352.71,1.12,0.000001,0.000035,34.69,22.48,10.17
SRS6,5/19/15,2015,32.50,16.88,0.000017,0.000236,236.37,0.70,0.000001,0.000022,21.68,24.11,10.90
SRS3,5/21/15,2015,0.00,88.19,0.000088,0.001235,1235.28,0.89,0.000001,0.000028,27.57,99.09,44.81
SRS4,5/22/15,2015,16.00,39.15,0.000039,0.000548,548.40,0.78,0.000001,0.000024,24.16,50.19,22.70
SRS5,5/22/15,2015,30.30,16.39,0.000016,0.000230,229.52,1.01,0.000001,0.000031,31.28,16.22,7.34
SRS6,5/22/15,2015,33.20,11.48,0.000011,0.000161,160.74,1.45,0.000001,0.000045,44.91,7.91,3.58
SRS4,5/25/15,2015,16.30,38.54,0.000039,0.000540,539.82,0.79,0.000001,0.000024,24.47,48.78,22.06
SRS5,5/25/15,2015,26.50,26.53,0.000027,0.000372,371.56,0.95,0.000001,0.000029,29.43,27.92,12.63
SRS6,5/25/15,2015,32.40,10.56,0.000011,0.000148,147.94,1.36,0.000001,0.000042,42.12,7.77,3.51
SRS2,5/26/15,2015,0.00,92.59,0.000093,0.001297,1296.84,0.49,0.000000,0.000015,15.18,188.95,85.45
SRS3,5/26/15,2015,0.00,143.51,0.000144,0.002010,2010.09,1.48,0.000001,0.000046,45.84,96.96,43.85
SRS4,5/28/15,2015,15.10,36.85,0.000037,0.000516,516.14,1.32,0.000001,0.000041,40.89,27.92,12.62
SRS5,5/28/15,2015,24.50,28.23,0.000028,0.000395,395.39,0.86,0.000001,0.000027,26.64,32.82,14.84
SRS6,5/28/15,2015,31.70,19.69,0.000020,0.000276,275.83,1.34,0.000001,0.000042,41.51,14.70,6.65
SRS4,5/31/15,2015,14.20,36.50,0.000036,0.000511,511.20,1.50,0.000002,0.000046,46.46,24.33,11.00
SRS5,5/31/15,2015,27.60,22.47,0.000022,0.000315,314.77,0.84,0.000001,0.000026,26.02,26.75,12.10
SRS6,5/31/15,2015,32.70,15.78,0.000016,0.000221,221.09,1.22,0.000001,0.000038,37.79,12.94,5.85
SRS2,6/2/15,2015,0.00,116.33,0.000116,0.001629,1629.41,0.21,0.000000,0.000007,6.50,553.94,250.50
SRS3,6/2/15,2015,0.00,104.36,0.000104,0.001462,1461.83,0.52,0.000001,0.000016,16.11,200.70,90.76
SRS4,6/2/15,2015,15.20,32.25,0.000032,0.000452,451.75,1.75,0.000002,0.000054,54.20,18.43,8.33
SRS5,6/2/15,2015,27.50,20.95,0.000021,0.000293,293.43,0.98,0.000001,0.000030,30.35,21.38,9.67
SRS6,6/2/15,2015,32.50,15.51,0.000016,0.000217,217.19,1.38,0.000001,0.000043,42.74,11.24,5.08
SRS4,6/5/15,2015,16.30,45.95,0.000046,0.000644,643.58,1.08,0.000001,0.000033,33.45,42.54,19.24
SRS5,6/5/15,2015,27.80,38.63,0.000039,0.000541,541.09,1.77,0.000002,0.000055,54.82,21.82,9.87
SRS6,6/5/15,2015,32.40,21.77,0.000022,0.000305,304.93,0.83,0.000001,0.000026,25.71,26.23,11.86
SRS2,6/8/15,2015,0.00,115.59,0.000116,0.001619,1619.07,0.19,0.000000,0.000006,5.89,608.37,275.12
SRS3,6/8/15,2015,0.00,96.41,0.000096,0.001350,1350.41,0.93,0.000001,0.000029,28.81,103.67,46.88
SRS4,6/8/15,2015,16.50,47.75,0.000048,0.000669,668.76,1.05,0.000001,0.000033,32.52,45.47,20.56
SRS5,6/8/15,2015,27.40,39.83,0.000040,0.000558,557.83,1.93,0.000002,0.000060,59.78,20.63,9.33
SRS6,6/8/15,2015,32.60,17.16,0.000017,0.000240,240.40,0.88,0.000001,0.000027,27.26,19.50,8.82
SRS4,6/11/15,2015,14.60,218.30,0.000218,0.003058,3057.76,11.37,0.000011,0.000352,352.17,19.20,8.68
SRS5,6/11/15,2015,22.90,43.62,0.000044,0.000611,610.92,2.21,0.000002,0.000068,68.45,19.74,8.92
SRS6,6/11/15,2015,30.30,25.23,0.000025,0.000353,353.44,0.85,0.000001,0.000026,26.33,29.69,13.42
SRS2,6/14/15,2015,0.00,102.80,0.000103,0.001440,1439.88,0.18,0.000000,0.000006,5.58,571.09,258.26
SRS3,6/14/15,2015,0.00,82.84,0.000083,0.001160,1160.31,0.46,0.000000,0.000014,14.25,180.08,81.44
SRS4,6/14/15,2015,12.70,48.04,0.000048,0.000673,672.95,1.06,0.000001,0.000033,32.83,45.32,20.50
SRS5,6/14/15,2015,18.60,39.43,0.000039,0.000552,552.31,1.56,0.000002,0.000048,48.32,25.28,11.43
SRS6,6/14/15,2015,27.30,19.72,0.000020,0.000276,276.27,0.72,0.000001,0.000022,22.30,27.39,12.39
SRS4,6/17/15,2015,10.90,49.53,0.000050,0.000694,693.71,0.84,0.000001,0.000026,26.02,58.96,26.66
SRS5,6/17/15,2015,21.30,44.16,0.000044,0.000618,618.48,1.87,0.000002,0.000058,57.92,23.61,10.68
SRS6,6/17/15,2015,29.20,18.73,0.000019,0.000262,262.37,0.82,0.000001,0.000025,25.40,22.84,10.33
SRS2,6/20/15,2015,0.00,109.26,0.000109,0.001530,1530.33,0.27,0.000000,0.000008,8.36,404.65,182.99
SRS3,6/20/15,2015,0.00,77.61,0.000078,0.001087,1087.14,0.64,0.000001,0.000020,19.82,121.27,54.84
SRS4,6/20/15,2015,10.30,49.35,0.000049,0.000691,691.23,0.63,0.000001,0.000020,19.51,78.33,35.42
SRS5,6/20/15,2015,23.00,35.24,0.000035,0.000494,493.65,0.99,0.000001,0.000031,30.66,35.60,16.10
SRS6,6/20/15,2015,30.30,21.29,0.000021,0.000298,298.17,0.87,0.000001,0.000027,26.95,24.47,11.06
SRS4,6/23/15,2015,9.80,51.36,0.000051,0.000719,719.41,0.59,0.000001,0.000018,18.27,87.05,39.37
SRS5,6/23/15,2015,20.90,39.77,0.000040,0.000557,557.02,1.16,0.000001,0.000036,35.93,34.28,15.50
SRS6,6/23/15,2015,29.20,17.04,0.000017,0.000239,238.67,0.65,0.000001,0.000020,20.13,26.21,11.85
SRS2,6/26/15,2015,0.00,78.45,0.000078,0.001099,1098.85,0.22,0.000000,0.000007,6.81,356.59,161.26
SRS3,6/26/15,2015,0.00,61.68,0.000062,0.000864,864.01,0.22,0.000000,0.000007,6.81,280.38,126.79
SRS4,6/26/15,2015,9.00,48.05,0.000048,0.000673,673.04,0.57,0.000001,0.000018,17.66,84.30,38.12
SRS5,6/26/15,2015,20.20,37.77,0.000038,0.000529,529.03,1.00,0.000001,0.000031,30.97,37.77,17.08
SRS6,6/26/15,2015,28.30,23.28,0.000023,0.000326,326.03,1.88,0.000002,0.000058,58.23,12.38,5.60
SRS4,6/29/15,2015,8.70,45.56,0.000046,0.000638,638.17,0.58,0.000001,0.000018,17.96,78.55,35.52
SRS5,6/29/15,2015,23.60,22.83,0.000023,0.000320,319.84,0.97,0.000001,0.000030,30.04,23.54,10.65
SRS6,6/29/15,2015,29.70,17.74,0.000018,0.000248,248.47,0.60,0.000001,0.000019,18.58,29.57,13.37
SRS4,6/30/15,2015,8.40,48.16,0.000048,0.000675,674.56,0.80,0.000001,0.000025,24.78,60.20,27.22
SRS5,6/30/15,2015,22.00,24.17,0.000024,0.000339,338.55,1.04,0.000001,0.000032,32.21,23.24,10.51
SRS6,6/30/15,2015,30.10,18.98,0.000019,0.000266,265.80,1.07,0.000001,0.000033,33.14,17.73,8.02
SRS2,7/2/15,2015,0.00,69.22,0.000069,0.000970,969.55,0.20,0.000000,0.000006,6.19,346.10,156.51
SRS3,7/2/15,2015,0.00,66.64,0.000067,0.000933,933.47,0.40,0.000000,0.000012,12.39,166.61,75.34
SRS4,7/4/15,2015,8.60,49.74,0.000050,0.000697,696.71,0.89,0.000001,0.000028,27.57,55.89,25.27
SRS5,7/4/15,2015,23.10,38.99,0.000039,0.000546,546.13,2.32,0.000002,0.000072,71.86,16.81,7.60
SRS6,7/4/15,2015,30.00,23.99,0.000024,0.000336,336.04,1.14,0.000001,0.000035,35.31,21.04,9.52
SRS4,7/7/15,2015,8.90,47.61,0.000048,0.000667,666.85,0.81,0.000001,0.000025,25.09,58.78,26.58
SRS5,7/7/15,2015,23.00,37.58,0.000038,0.000526,526.43,2.19,0.000002,0.000068,67.83,17.16,7.76
SRS6,7/7/15,2015,31.00,18.24,0.000018,0.000255,255.46,0.95,0.000001,0.000029,29.43,19.20,8.68
SRS2,7/8/15,2015,0.00,162.89,0.000163,0.002282,2281.64,1.60,0.000002,0.000050,49.56,101.81,46.04
SRS3,7/8/15,2015,0.00,44.90,0.000045,0.000629,628.91,0.32,0.000000,0.000010,9.91,140.31,63.45
SRS4,7/10/15,2015,7.70,43.26,0.000043,0.000606,605.96,0.78,0.000001,0.000024,24.16,55.46,25.08
SRS5,7/10/15,2015,17.40,35.51,0.000036,0.000497,497.32,1.53,0.000002,0.000047,47.39,23.21,10.49
SRS6,7/10/15,2015,28.30,28.31,0.000028,0.000396,396.50,1.05,0.000001,0.000033,32.52,26.96,12.19
SRS2,7/13/15,2015,0.00,57.13,0.000057,0.000800,800.16,0.17,0.000000,0.000005,5.27,336.04,151.96
